o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
54087,587,O,249329.60,1998-07-03,2-HIGH,Clerk#000000649,0,ckages nag among the regular theodolites. dependencies above the pending
54112,440,O,214223.26,1998-06-03,4-NOT SPECIFIED,Clerk#000000250,0,nically ironic deposits. even dependencies use blithely car
54113,961,O,181889.43,1997-09-24,5-LOW,Clerk#000000813,0,y permanent packages boost carefully ab
54114,412,F,58398.07,1994-09-20,5-LOW,Clerk#000000671,0,eposits. furiously silent packages wake around the fluffily regular acc
54115,791,F,190349.91,1992-01-08,5-LOW,Clerk#000000109,0,sits wake. carefully final orbi
54116,508,O,211631.51,1995-11-04,1-URGENT,Clerk#000000751,0,"equests across the blithe deposits cajole over the even, pe"
54117,1202,O,8356.03,1998-06-08,3-MEDIUM,Clerk#000000177,0,", even multipliers ar"
54118,704,O,140153.09,1998-03-01,4-NOT SPECIFIED,Clerk#000000332,0,bold grouches. furiously even dependencies wake carefully fluffily 
54119,736,F,177564.67,1993-05-23,3-MEDIUM,Clerk#000000128,0,g the slyly bold gifts. fluffily unus
54144,724,F,37343.66,1994-10-19,3-MEDIUM,Clerk#000000067,0,olites play according to the slyly even
54145,1073,F,272501.94,1993-01-03,5-LOW,Clerk#000000969,0,uffily according to the fluffily regular forges. pe
54146,1000,F,217119.01,1993-10-19,5-LOW,Clerk#000000952,0,y furiously regular dependencies. slyly ironic request
54147,1375,O,191260.39,1997-05-07,2-HIGH,Clerk#000000238,0,"gular packages against the unusual, even pint"
54148,61,O,59041.42,1996-10-28,1-URGENT,Clerk#000000824,0, pinto beans haggle quickly. quickly ironic sheaves
54149,439,O,90199.64,1996-03-05,3-MEDIUM,Clerk#000000143,0,"s sleep furiously across the final, even theodolites. boldly ironic instr"
54150,1354,O,75319.94,1995-06-23,1-URGENT,Clerk#000000379,0,ies wake doggedly along the quickly 
54151,1186,F,176493.43,1994-09-03,1-URGENT,Clerk#000000460,0,le about the foxes. silently regular packages kindle iro
54176,232,O,58971.80,1995-06-28,4-NOT SPECIFIED,Clerk#000000387,0," deposits haggle blithely above the regular packages. express, regula"
54177,989,F,222889.83,1992-01-26,1-URGENT,Clerk#000000826,0,ajole slyly above t
54178,1201,O,201522.66,1996-02-21,4-NOT SPECIFIED,Clerk#000000559,0, requests poach acr
54179,1289,O,60073.44,1995-03-15,5-LOW,Clerk#000000763,0,nal theodolites. carefully silent courts along the thin instructions
54180,670,F,113196.21,1992-10-23,1-URGENT,Clerk#000000052,0,. daringly final warhorses may
54181,824,F,246457.64,1992-05-19,2-HIGH,Clerk#000000963,0,"sits sleep carefully inside the final theodolites. silent, b"
54182,364,O,240758.36,1998-06-16,4-NOT SPECIFIED,Clerk#000000759,0,ending packages boost blithely unusual theodolites.
54183,454,F,256086.95,1992-04-16,1-URGENT,Clerk#000000101,0, after the carefully unusual deposits. blithely ironic 
54208,1246,O,157093.10,1998-05-29,2-HIGH,Clerk#000000264,0,ckages haggle. carefully final instructions use 
54209,523,F,165893.31,1992-08-16,3-MEDIUM,Clerk#000000675,0,he ideas. ironic platelets nag slyly. carefully final foxes after
54210,1252,F,20534.15,1993-10-05,3-MEDIUM,Clerk#000000340,0,l excuses. carefully fin
54211,331,O,79786.26,1996-04-05,5-LOW,Clerk#000000227,0,regular courts wake stealthily final deposits. idly special requests c
54212,421,F,124729.84,1994-03-13,5-LOW,Clerk#000000038,0,efully ironic packages are blithely around the furious
54213,292,F,97036.13,1995-02-04,4-NOT SPECIFIED,Clerk#000000102,0,among the ironic requests lose blithely
54214,874,F,57276.82,1992-01-03,3-MEDIUM,Clerk#000000194,0,ccounts. blithely even deposits sleep. unusua
54215,1495,O,126697.48,1995-10-22,2-HIGH,Clerk#000000990,0, maintain bravely against th
54240,1040,O,96409.50,1996-05-10,4-NOT SPECIFIED,Clerk#000000094,0,uests solve furiously among the furio
54241,649,F,172368.57,1992-07-29,4-NOT SPECIFIED,Clerk#000000622,0, packages cajole quickly carefully ironic accounts? sl
54242,100,O,183377.45,1998-03-31,3-MEDIUM,Clerk#000000970,0,ending accounts cajole furiously packages. slyly silent ideas wake af
54243,277,F,80677.00,1994-09-17,5-LOW,Clerk#000000457,0,ing packages sleep a
54244,223,O,79618.36,1996-04-03,5-LOW,Clerk#000000298,0,"nic, final theodolites. carefully regu"
54245,53,P,106578.32,1995-03-25,3-MEDIUM,Clerk#000000828,0,equests use. regular excuses detect carefully. blithely final hockey p
54246,1099,F,45727.63,1993-06-30,1-URGENT,Clerk#000000141,0,ual packages. fluffily even deposits across the express 
54247,193,O,246090.44,1997-04-16,1-URGENT,Clerk#000000404,0,ent pinto beans integrate final notornis. carefully even dep
54272,266,O,73321.98,1997-08-12,4-NOT SPECIFIED,Clerk#000000559,0,"er the final requests. ironic, e"
54273,1273,O,135497.11,1998-05-15,4-NOT SPECIFIED,Clerk#000000944,0,ilent deposits around t
54274,1402,F,208798.86,1993-11-24,4-NOT SPECIFIED,Clerk#000000061,0,elets. requests use slyly furiously special dolphins. even packages wake after
54275,887,F,64784.74,1993-01-03,5-LOW,Clerk#000000656,0," theodolites. final, express dolphins among the blithely regula"
54276,932,F,152388.88,1993-02-07,4-NOT SPECIFIED,Clerk#000000033,0," bold requests integrate ironic, unusual depend"
54277,304,F,255733.15,1993-01-03,1-URGENT,Clerk#000000163,0,kly regular hockey players are. requests affix blithely
54278,55,O,215399.43,1997-05-08,5-LOW,Clerk#000000617,0,y. regular requests sleep fluf
54279,1072,O,148252.23,1995-07-31,2-HIGH,Clerk#000000394,0,"instructions. accounts are across the regular, "
54304,508,F,99283.88,1993-02-18,2-HIGH,Clerk#000000861,0,ular accounts boost thinly enticingly even requests. bold excuses along the p
54305,1454,O,126813.88,1997-08-12,5-LOW,Clerk#000000123,0," along the ironic, bold wate"
54306,889,F,66967.45,1992-06-09,3-MEDIUM,Clerk#000000641,0,ans sleep about the bold requests. furiously even ideas about the furious
54307,988,F,209670.97,1992-01-09,2-HIGH,Clerk#000000085,0,", even excuses. fluffily special ide"
54308,295,O,241884.88,1996-03-02,5-LOW,Clerk#000000132,0,en packages wake doggedly even pinto
54309,698,F,107315.00,1992-06-26,3-MEDIUM,Clerk#000000023,0,ooze fluffily alongside of the ironic deposits. boldly special 
54310,787,O,162669.48,1998-04-04,5-LOW,Clerk#000000643,0,al packages wake carefully among the furiously
54311,904,O,269270.41,1998-01-05,3-MEDIUM,Clerk#000000126,0,osits affix blithely fluffily ironic courts. bold 
54336,190,F,114101.06,1993-04-16,3-MEDIUM,Clerk#000000147,0,to beans. blithely express requests wake furi
54337,1373,O,139235.75,1996-08-02,1-URGENT,Clerk#000000143,0,s are blithely. furiously r
54338,1078,O,161480.02,1998-01-05,2-HIGH,Clerk#000000646,0,l packages. quickly final accounts use carefully slyly unusual pearls. flu
54339,469,F,231117.30,1992-05-03,5-LOW,Clerk#000000247,0, outside the busily even requests. ironic instructions against
54340,995,F,48668.69,1993-11-10,3-MEDIUM,Clerk#000000458,0,cuses. even deposits haggle. final pinto beans cajole car
54341,973,F,124363.21,1992-04-23,2-HIGH,Clerk#000000947,0,ake furiously regular excuses. fur
54342,877,F,163927.52,1994-06-09,5-LOW,Clerk#000000187,0,ross the carefully regul
54343,472,O,250858.39,1998-07-30,4-NOT SPECIFIED,Clerk#000000975,0, against the slyly even depos
54368,34,O,308920.79,1995-11-02,4-NOT SPECIFIED,Clerk#000000026,0,ounts sleep slyly packages
54369,1123,F,95434.13,1994-03-03,4-NOT SPECIFIED,Clerk#000000828,0,ong the bold ideas. eve
54370,1291,F,140804.73,1992-04-09,4-NOT SPECIFIED,Clerk#000000411,0, final deposits. pending accounts cajole blithely final ideas. bold patt
54371,661,F,101446.53,1992-02-16,4-NOT SPECIFIED,Clerk#000000941,0,"re blithely stealthy, pending requests. special"
54372,557,P,244775.72,1995-03-24,1-URGENT,Clerk#000000729,0,c pinto beans. furious attainments are slyly caref
54373,1124,O,53838.78,1998-01-08,4-NOT SPECIFIED,Clerk#000000145,0,y regular dependencies. packages impress along the regular accounts. 
54374,241,O,139087.37,1997-07-29,2-HIGH,Clerk#000000862,0, furiously unusual ide
54375,718,O,152240.00,1997-05-25,5-LOW,Clerk#000000528,0,ously. slyly pending accounts are sl
54400,10,O,132173.75,1997-07-09,3-MEDIUM,Clerk#000000675,0,unts are: slyly even excuses after the fu
54401,97,O,190482.19,1995-12-05,2-HIGH,Clerk#000000237,0,"ar requests lose. final, unusual accounts after the care"
54402,1247,O,197304.15,1996-10-11,3-MEDIUM,Clerk#000000021,0,ites cajole carefull
54403,725,O,52071.98,1996-02-19,4-NOT SPECIFIED,Clerk#000000109,0,ly final deposits boost
54404,4,O,182306.44,1998-02-13,5-LOW,Clerk#000000319,0," regular deposits across the carefully silent packages wake along the final,"
54405,496,F,107404.04,1994-06-01,3-MEDIUM,Clerk#000000025,0,s use according to the blithely regular deposits;
54406,1304,O,292040.50,1995-06-02,4-NOT SPECIFIED,Clerk#000000629,0, packages boost furiously final foxes. unusual epi
54407,346,F,142358.61,1993-06-17,3-MEDIUM,Clerk#000000231,0,ges. furiously pending packages use 
54432,1372,O,65765.82,1996-03-09,1-URGENT,Clerk#000000637,0,ven packages. furiously regular
54433,1414,O,125265.28,1997-09-24,2-HIGH,Clerk#000000957,0,s across the platelets are fluffily along t
54434,415,F,86074.20,1994-09-14,5-LOW,Clerk#000000021,0,ly ironic requests sleep about the asymptotes. carefully exp
54435,1451,O,182118.32,1997-04-20,4-NOT SPECIFIED,Clerk#000000512,0,"ly excuses. special, unusual foxes haggle furiously regular "
54436,104,F,214506.69,1994-09-20,2-HIGH,Clerk#000000235,0,s. dugouts detect carefully across the special excuses. furiously thin depo
54437,718,F,93422.56,1993-12-20,2-HIGH,Clerk#000000771,0, to use slyly among the pending pearl
54438,1117,F,147192.59,1993-02-15,5-LOW,Clerk#000000520,0,atelets dazzle according to the blithely fina
54439,1436,O,153127.30,1998-05-02,1-URGENT,Clerk#000000223,0,uriously regular courts. quickly regular dolphins
54464,776,F,241654.23,1994-09-02,2-HIGH,Clerk#000000457,0,totes cajole ruthlessly blithely even theodolites. ironic ideas slee
54465,631,O,23752.22,1997-08-10,2-HIGH,Clerk#000000018,0,lites. blithely even fox
54466,976,O,28061.15,1997-07-21,3-MEDIUM,Clerk#000000176,0,y ironic packages are blithely after the slyly final pinto beans. instructio
54467,71,F,123344.67,1993-10-19,5-LOW,Clerk#000000208,0,thely special foxes cajole carefully alongside of the quickly pendi
54468,1234,F,182577.24,1994-12-15,2-HIGH,Clerk#000000060,0," the final, express accounts doze across the furiously unusual"
54469,667,O,71690.36,1997-08-02,2-HIGH,Clerk#000000030,0,"lar, final requests according "
54470,686,O,44824.63,1997-12-05,4-NOT SPECIFIED,Clerk#000000409,0,lar foxes according to the fluffily regular packages sleep 
54471,943,F,204089.25,1992-09-05,4-NOT SPECIFIED,Clerk#000000682,0,counts detect carefully 
54496,1372,O,50974.79,1995-12-10,2-HIGH,Clerk#000000098,0, slyly. blithely final packages will have to use slyly along the silent depos
54497,898,F,105585.88,1993-01-20,4-NOT SPECIFIED,Clerk#000000290,0,"ng packages. final, special requests snooze. pearls cajole ca"
54498,1354,O,170279.68,1996-02-15,1-URGENT,Clerk#000000497,0,ully. stealthy accounts breach slyly ex
54499,949,F,186126.31,1993-04-06,4-NOT SPECIFIED,Clerk#000000533,0,ending requests wake carefully. unusual accou
54500,946,O,36678.53,1997-09-13,2-HIGH,Clerk#000000626,0,"e furiously silent waters. stealthy, express sheaves sleep quickly furio"
54501,370,F,57715.78,1992-11-30,1-URGENT,Clerk#000000754,0, after the quickly ironic requests. carefully regular theodolites haggle quic
54502,529,O,201291.69,1995-10-01,5-LOW,Clerk#000000915,0,"sits poach around the regular, ev"
54503,406,F,214236.12,1994-07-17,1-URGENT,Clerk#000000984,0,"among the even, ironic asymptotes. p"
54528,1049,F,171194.04,1995-01-05,3-MEDIUM,Clerk#000000237,0,"es. even, regular accounts al"
54529,1129,O,195217.42,1997-06-07,5-LOW,Clerk#000000200,0,even theodolites. carefully regular patterns cajole a
54530,769,F,48967.02,1992-09-20,1-URGENT,Clerk#000000483,0,nto beans run. slyly unusual ideas sleep about the d
54531,587,O,202979.85,1996-02-05,5-LOW,Clerk#000000307,0,usly above the carefully final deposits. quickly
54532,400,O,151740.96,1998-02-10,3-MEDIUM,Clerk#000000042,0,se pending excuses? carefully regular dependencies around the permanentl
54533,19,O,161015.75,1995-12-19,3-MEDIUM,Clerk#000000643,0,arefully above the furiously final packages
54534,181,F,31588.37,1992-03-20,4-NOT SPECIFIED,Clerk#000001000,0,es among the furiously unusual theodolites 
54535,251,O,7406.53,1996-02-08,1-URGENT,Clerk#000000850,0, detect express foxes. carefully regular req
54560,1429,F,119471.92,1994-07-17,1-URGENT,Clerk#000000084,0, regular pinto beans nag a
54561,340,O,156665.60,1998-04-10,5-LOW,Clerk#000000094,0,usual packages sleep quickly bold deposits. furious
54562,751,O,140260.59,1996-11-08,4-NOT SPECIFIED,Clerk#000000385,0, asymptotes wake regular packages! regular requests w
54563,430,F,358340.33,1993-10-05,1-URGENT,Clerk#000000987,0,uickly ironic pinto
54564,886,F,120495.79,1993-12-07,2-HIGH,Clerk#000000024,0,ly unusual dependencies integrate slyly? theodolites are
54565,1453,O,146662.10,1996-06-15,5-LOW,Clerk#000000128,0,. furiously final asymptotes 
54566,340,O,165550.98,1996-08-13,1-URGENT,Clerk#000000426,0,fily close accounts. quickly express depos
54567,1285,F,130086.20,1994-08-03,3-MEDIUM,Clerk#000000237,0,its haggle carefully doggedl
54592,991,O,224488.21,1995-06-13,5-LOW,Clerk#000000039,0,posits cajole quickly. even deposits h
54593,1192,F,215249.89,1992-08-19,5-LOW,Clerk#000000312,0,t busily across the bold instructions. busy requests ac
54594,847,O,51755.15,1996-06-01,2-HIGH,Clerk#000000952,0,endencies; blithely fina
54595,722,F,227942.93,1994-04-29,3-MEDIUM,Clerk#000000089,0,hely regular accounts. special pinto beans at the theodolite
54596,479,O,72150.07,1997-05-14,5-LOW,Clerk#000000456,0,wake furiously across the blithely express instruction
54597,592,O,109043.09,1996-04-20,4-NOT SPECIFIED,Clerk#000000828,0,lly carefully ironic pinto beans. car
54598,664,O,135085.18,1996-05-06,3-MEDIUM,Clerk#000000515,0,wake carefully; blithe pinto beans s
54599,136,O,11377.27,1997-10-25,2-HIGH,Clerk#000000334,0,", bold foxes: regular dependencies use quickly "
54624,1102,O,55593.54,1998-03-24,2-HIGH,Clerk#000000713,0,c dependencies nag furiously according to t
54625,602,F,168866.45,1993-05-18,2-HIGH,Clerk#000000488,0,furiously ironic pa
54626,841,O,165823.31,1997-04-06,2-HIGH,Clerk#000000697,0, regular asymptotes. slyly regular orbits above the bold i
54627,1303,O,71548.67,1998-04-11,1-URGENT,Clerk#000000957,0,"aggle furiously unusual packages. ironic, ironic ide"
54628,178,F,73057.55,1993-06-06,2-HIGH,Clerk#000000413,0, final packages. furi
54629,1456,O,52059.57,1996-09-03,2-HIGH,Clerk#000000953,0,. ironic instructions a
54630,8,F,165022.63,1992-08-11,5-LOW,Clerk#000000021,0,ounts are furiously even theodolites. blithely final deposits breach
54631,728,O,198013.52,1998-07-11,5-LOW,Clerk#000000980,0,uches use furiously ironic packages. furiously regular inst
54656,1367,F,106393.08,1992-11-20,2-HIGH,Clerk#000000085,0, pending packages. quickly even packages sleep since the speci
54657,1120,F,100524.75,1992-07-04,3-MEDIUM,Clerk#000000255,0,sly bold accounts are furiously. quickly pending packages sleep slyly
54658,1277,O,103524.21,1998-02-17,2-HIGH,Clerk#000000236,0,ic foxes. final dolphins abou
54659,178,O,95405.20,1995-08-16,2-HIGH,Clerk#000000903,0,boost doggedly about the 
54660,1237,F,71902.15,1994-03-24,1-URGENT,Clerk#000000925,0,edly final ideas. quiet dolphins wake carefully alongside of the carefully r
54661,425,O,282953.41,1998-07-31,4-NOT SPECIFIED,Clerk#000000207,0,"iers. special multipliers are after the ironic, re"
54662,1409,O,184573.71,1997-02-28,5-LOW,Clerk#000000026,0,ously regular accounts believe among the quickly careful courts. furiously reg
54663,511,O,114697.38,1996-04-14,3-MEDIUM,Clerk#000000714,0,"ar, unusual epitaphs. furiously regular pinto beans nag carefully r"
54688,1499,O,26618.49,1996-10-16,1-URGENT,Clerk#000000245,0, slyly regular packages sleep quickly around the blithel
54689,772,F,42659.98,1993-09-11,1-URGENT,Clerk#000000860,0,d blithely. carefully bold deposi
54690,794,F,242492.49,1992-02-22,3-MEDIUM,Clerk#000000601,0,refully about the final deposits. sl
54691,1402,O,49619.76,1997-05-13,4-NOT SPECIFIED,Clerk#000000644,0,cajole slyly. furiously pendi
54692,850,F,189947.74,1993-03-06,3-MEDIUM,Clerk#000000093,0,efully silent requests doze careful
54693,904,O,249568.96,1997-10-08,1-URGENT,Clerk#000000289,0,"ckages. unusual, regular packages across the slyly"
54694,389,F,207828.01,1994-09-20,1-URGENT,Clerk#000000656,0, around the slyly ironic platelets cajole blithely according to the regu
54695,34,O,208108.62,1997-07-19,2-HIGH,Clerk#000000824,0,requests. pinto beans inside the even packages 
54720,877,O,75424.72,1996-02-18,1-URGENT,Clerk#000000350,0,ven deposits-- special dependencies are after the
54721,1079,F,229731.41,1992-10-19,4-NOT SPECIFIED,Clerk#000000459,0,s sleep. blithely regular packages impress after the accounts! q
54722,4,F,208672.53,1993-01-08,5-LOW,Clerk#000000380,0,arefully express foxes cajole carefully unusual theodolites. caref
54723,19,F,215788.17,1994-01-16,5-LOW,Clerk#000000792,0,"ly besides the ironic, busy pinto beans. slyly unusual deposits wake abou"
54724,239,F,17941.94,1992-06-04,3-MEDIUM,Clerk#000000548,0,. carefully pending foxes 
54725,350,O,345798.55,1998-05-03,5-LOW,Clerk#000000102,0,dependencies beyond the permanent deposits cajole dep
54726,50,F,242343.70,1992-09-14,4-NOT SPECIFIED,Clerk#000000993,0, slyly unusual theodolites wake. blithely regul
54727,796,F,94447.90,1993-12-14,3-MEDIUM,Clerk#000000959,0,counts. even requests nag against the platelets-- blithely unusual pin
54752,874,O,142706.99,1996-08-21,5-LOW,Clerk#000000585,0,ular instructions c
54753,403,F,153940.67,1994-04-19,3-MEDIUM,Clerk#000000421,0,nag blithely unusual packages
54754,1295,O,119733.77,1996-09-30,2-HIGH,Clerk#000000512,0,out the slyly unusual deposits. blithely i
54755,1408,F,205831.28,1994-12-08,1-URGENT,Clerk#000000710,0,o beans. ironic requests wa
54756,1099,O,201026.94,1996-07-04,4-NOT SPECIFIED,Clerk#000000354,0,ake. slyly even pinto beans use blithely acc
54757,940,F,79191.41,1992-12-01,1-URGENT,Clerk#000000946,0,ans. packages are slyly furiously regular ideas. furiously regular deposit
54758,1372,F,19236.81,1994-11-09,4-NOT SPECIFIED,Clerk#000000735,0,ncies could have to wake carefully. ironic packages affix carefully r
54759,464,F,164894.42,1994-05-09,1-URGENT,Clerk#000000007,0,y regular accounts according to the furiously regular accounts solve blit
54784,637,F,70994.96,1992-01-26,4-NOT SPECIFIED,Clerk#000000671,0,iously ironic ideas are fluffily. furiously ir
54785,1015,O,146659.54,1996-06-21,4-NOT SPECIFIED,Clerk#000000698,0,ven deposits. final pinto beans dete
54786,226,F,156518.31,1992-01-12,4-NOT SPECIFIED,Clerk#000000033,0,en requests affix. requests against the
54787,910,F,112069.01,1995-02-25,2-HIGH,Clerk#000000263,0,ar accounts. quickly slow
54788,1330,O,13125.06,1998-04-20,2-HIGH,Clerk#000000792,0,equests run about the fluffily final requests. blithely bold reque
54789,439,O,110057.84,1995-09-19,4-NOT SPECIFIED,Clerk#000000536,0,quickly brave foxes. packages are slyly. regular i
54790,1090,F,127525.40,1993-12-16,2-HIGH,Clerk#000000421,0,inal theodolites are after the asymptotes. slyly
54791,1126,F,177101.93,1992-12-21,2-HIGH,Clerk#000000868,0,efully final deposi
54816,1030,F,174061.56,1994-12-10,2-HIGH,Clerk#000000583,0,"blithely dogged braids. unusual, unusual reque"
54817,1294,F,232089.19,1992-05-18,5-LOW,Clerk#000000710,0,the packages cajole furiously packages. bold 
54818,715,O,48989.36,1997-06-10,2-HIGH,Clerk#000000905,0,lyly ironic asymptotes. requests solve rut
54819,1147,F,386714.93,1994-10-11,5-LOW,Clerk#000000010,0,fully even dugouts affix carefully. brave
54820,1298,O,82559.08,1996-01-04,1-URGENT,Clerk#000000962,0, foxes sleep carefully acco
54821,329,F,138675.30,1994-04-25,5-LOW,Clerk#000000749,0, pinto beans before the slyly express platelets haggle fluff
54822,773,F,133777.29,1994-12-25,1-URGENT,Clerk#000000614,0,even requests do detect
54823,1408,O,111096.93,1998-03-27,1-URGENT,Clerk#000000770,0,s. slyly even deposits are. quietly special realms poac
54848,457,O,97748.66,1997-09-20,1-URGENT,Clerk#000000784,0,aring dependencies are: blithely bu
54849,1046,O,76436.87,1996-07-01,1-URGENT,Clerk#000000237,0,"l packages. regular, final pa"
54850,739,F,181281.76,1993-12-25,4-NOT SPECIFIED,Clerk#000000682,0,"ccounts about the regular, unusual accounts wake furiously blithely regular a"
54851,13,F,114282.92,1993-10-09,4-NOT SPECIFIED,Clerk#000000501,0,special courts. pac
54852,211,O,300017.99,1997-05-05,1-URGENT,Clerk#000000567,0,"fully special theodolites across the blithe, regular "
54853,175,O,92990.93,1996-12-14,2-HIGH,Clerk#000000577,0,dependencies nag about the slyly even accounts! regular plat
54854,373,O,101140.37,1997-01-19,1-URGENT,Clerk#000000076,0,s the excuses are slyly idle deposits. furiously regular foxes solve
54855,7,F,58981.96,1992-07-02,4-NOT SPECIFIED,Clerk#000000370,0,sts. express sheaves integrate. special deposits
54880,41,O,184792.22,1996-07-14,5-LOW,Clerk#000000637,0,slyly ironic accounts. ironic accounts cajole furiously special reques
54881,823,O,90743.57,1998-05-01,1-URGENT,Clerk#000000696,0,eas. fluffily unusual deposits wake-- slyly ex
54882,376,F,84986.36,1995-02-07,1-URGENT,Clerk#000000226,0,fily pending requests: blithely ironic foxes wake slyly along the ca
54883,1136,O,66752.33,1997-06-14,3-MEDIUM,Clerk#000000825,0,"ven, regular instructions. final, even request"
54884,49,F,16636.56,1992-08-01,2-HIGH,Clerk#000000806,0, the furiously ironic re
54885,1121,O,237649.23,1996-12-06,4-NOT SPECIFIED,Clerk#000000430,0,xpress accounts. carefully ironic sen
54886,5,F,51363.40,1992-08-05,1-URGENT,Clerk#000000656,0,ial frets. blithely quick requests use silent
54887,289,O,78990.14,1998-07-17,5-LOW,Clerk#000000633,0,eodolites are thinly along the sometimes unus
54912,1427,O,24640.93,1995-07-22,5-LOW,Clerk#000000522,0,gular dependencies. even dependencies boost. furiously pending depo
54913,128,F,38623.19,1993-07-04,2-HIGH,Clerk#000000382,0,he blithely ironic ideas. a
54914,1009,O,251683.89,1995-08-29,1-URGENT,Clerk#000000178,0,y. carefully ironic dolphins sleep 
54915,226,O,11536.61,1995-06-19,1-URGENT,Clerk#000000497,0," above the furiously regular accounts. final, "
54916,778,O,40866.91,1998-01-24,2-HIGH,Clerk#000000330,0,refully silent theodolites cajole q
54917,179,F,299997.78,1993-04-10,2-HIGH,Clerk#000000395,0, pinto beans. slyly final tithes affix against the orb
54918,1306,O,62583.96,1996-04-14,5-LOW,Clerk#000000702,0, ironic foxes at the even packages affix furiously against the furiously ev
54919,1480,F,215840.07,1994-05-08,1-URGENT,Clerk#000000434,0,side the bold ideas x-ray alongside of the blithely final re
54944,103,F,41149.58,1994-12-23,2-HIGH,Clerk#000000721,0,rnes sleep busily accounts.
54945,988,O,255188.13,1996-09-18,5-LOW,Clerk#000000052,0,its sleep furiously blithely ironic accounts. final asymptotes
54946,872,O,291382.56,1997-11-16,1-URGENT,Clerk#000000752,0,integrate blithely. iron
54947,1240,F,164569.22,1994-02-23,4-NOT SPECIFIED,Clerk#000000787,0,"al dependencies after the pinto beans shall are final, final"
54948,784,O,95219.22,1997-11-20,2-HIGH,Clerk#000000176,0,y about the blithely special deposits. carefully even packages wake
54949,128,F,247727.85,1994-08-11,5-LOW,Clerk#000000251,0, finally bold warthogs haggle. slyly pending dolphins detect furiously. 
54950,311,F,166906.60,1993-12-06,2-HIGH,Clerk#000000628,0,s. express packages wake ca
54951,104,O,259856.42,1998-04-03,4-NOT SPECIFIED,Clerk#000000657,0,aggle carefully. slyly silent 
54976,112,F,60346.91,1993-01-25,5-LOW,Clerk#000000768,0, slyly express foxes solve fluffily around the carefully final requests. 
54977,329,O,234394.75,1995-07-11,5-LOW,Clerk#000000355,0,"ironic, pending sentiments among the "
54978,842,F,26140.05,1992-01-19,2-HIGH,Clerk#000000675,0,t finally along the accounts. slyly pending instructions ha
54979,374,O,8989.75,1995-11-08,2-HIGH,Clerk#000000777,0,"he unusual, final deposits. carefully bold requests cajole car"
54980,1069,F,50006.78,1994-05-08,5-LOW,Clerk#000000087,0,mas are furiously. blithely entic
54981,679,F,106421.25,1992-02-12,2-HIGH,Clerk#000000573,0,quests cajole carefully about the slyly ironic deposits. 
54982,1102,O,214785.19,1998-02-18,2-HIGH,Clerk#000000878,0, final foxes. foxes cajole carefully. blithely express package
54983,1408,O,67076.06,1998-03-08,2-HIGH,Clerk#000000113,0,ly regular deposits integrate. quickly b
55008,398,O,252276.49,1998-07-24,4-NOT SPECIFIED,Clerk#000000985,0,inal requests. furiously final packages sleep furiously. quick
55009,1187,F,107063.67,1992-09-17,4-NOT SPECIFIED,Clerk#000000348,0,fully. accounts haggle furiously. pending requests integrate. ruthless theodol
55010,793,O,196656.48,1998-07-26,3-MEDIUM,Clerk#000000501,0,"ole slyly. special, reg"
55011,833,F,214711.38,1992-01-05,1-URGENT,Clerk#000000957,0,gular deposits. furiously b
55012,839,O,127173.09,1998-01-14,5-LOW,Clerk#000000316,0,to beans. furiously regular instructions along the perman
55013,131,O,146246.52,1995-07-13,5-LOW,Clerk#000000355,0,ets boost fluffily. foxes haggle. silent accounts wake. silent theodolites h
55014,946,F,305029.20,1993-11-02,2-HIGH,Clerk#000000155,0,ithely final instructions along the slyly regular warhorse
55015,1489,F,246408.53,1993-09-28,4-NOT SPECIFIED,Clerk#000000232,0,ly above the expres
55040,886,F,166547.24,1994-04-13,2-HIGH,Clerk#000000118,0,furiously even depths. special requ
55041,235,O,178955.55,1996-09-17,4-NOT SPECIFIED,Clerk#000000177,0,ly among the final accounts. express pinto beans cajol
55042,1354,O,109012.02,1995-12-09,2-HIGH,Clerk#000000581,0,atelets. furiously ironic deposits use furiou
55043,19,O,179710.37,1997-02-26,4-NOT SPECIFIED,Clerk#000000070,0,ly ironic warthogs. theodol
55044,346,O,188306.60,1998-02-10,3-MEDIUM,Clerk#000000569,0,ets. carefully regular packages impress slyly among t
55045,1087,F,44856.05,1994-11-23,2-HIGH,Clerk#000000263,0,"ly express instructions. blithe, final accounts integrate about the "
55046,1361,F,69828.77,1994-04-14,1-URGENT,Clerk#000000034,0,l platelets. foxes 
55047,59,F,186857.79,1993-06-20,1-URGENT,Clerk#000000539,0,e even platelets nag fluffily a
55072,44,F,61221.47,1995-01-05,4-NOT SPECIFIED,Clerk#000000903,0," furiously quiet, pending pinto beans. slyly pending p"
55073,913,F,111273.48,1992-03-21,5-LOW,Clerk#000000850,0,busy escapades. bold platelets are after th
55074,151,O,161956.70,1997-09-10,5-LOW,Clerk#000000280,0,equests. slyly silent pinto beans unwind blithely about the silent re
55075,1010,F,182615.63,1995-02-02,1-URGENT,Clerk#000000677,0,refully blithely final requests. bold
55076,530,O,288335.06,1996-05-27,5-LOW,Clerk#000000949,0,cial requests around the slyly ironic packages lose alongsi
55077,176,O,183545.02,1995-10-05,1-URGENT,Clerk#000000003,0,"thely final, ironic accounts"
